Numero,Nimi,Valmistaja,Pullokoko,Hinta,Litrahinta,Uutuus,Hinnastojärjestyskoodi,Tyyppi,Alatyyppi,Erityisryhmä,Oluttyyppi,Valmistusmaa,Alue,Vuosikerta,Etikettimerkintöjä,Huomautus,Rypäleet,Luonnehdinta,Pakkaustyyppi,Suljentatyyppi,Alkoholi-%,Hapot g/l,Sokeri g/l,Kantavierrep-%,Väri EBC,Katkerot EBU,Energia kcal/100 ml,Valikoima,EAN
935861,Murviedro Pasión Red Organic 2019,Bodegas Murviedro,"0,75 l",11.99,15.85,,110,punaviinit,Mehevä & Hilloinen,,,Espanja,Valencia,2019,DOP Valencia,,"Monastrell, Garnacha, ","Täyteläinen, keskitanniininen, herukkainen, mausteinen, setrinen",pullo,metallinen kierrekapseli,14.5,4.6,6,,,,80.0,tilausvalikoima,8410388013417
946897,Nauta Monastrell Crianza 2014,Freixenet,"0,75 l",14.09,18.65,,110,punaviinit,Mehevä & Hilloinen,,,Espanja,Valencia,2014,DOP Alicante,,"Monastrell, ","Täyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, vaniljainen",pullo,metallinen kierrekapseli,13.5,5.5,3,,,,80.0,tilausvalikoima,8410036801359
422357,Neleman Organic Bobal 2018,Bodegas Neleman,"0,75 l",17.89,23.72,,110,punaviinit,Mehevä & Hilloinen,,,Espanja,Valencia,2018,DO Valencia,,"Bobal, ","Täyteläinen, tanniininen, karhunvatukkahilloinen, herukkainen, mustikkainen, mansikkainen, hennon kanelinen, mokkainen",pullo,muu suljenta,14.5,5.0,,,,,80.0,vakiovalikoima,8718868184122
940883,Palacio del Conde Reserva 2015,Anecoop,"0,75 l",7.99,10.52,,110,punaviinit,Mehevä & Hilloinen,,,Espanja,Valencia,2015,DO Valencia,,"Monastrell, Tempranillo, ","Keskitäyteläinen, keskitanniininen, marjainen, kirsikkainen, mausteinen",pullo,luonnonkorkki,13.5,5.5,,,,,80.0,tilausvalikoima,8412276838126
496777,Radio Boka Tempranillo 2020,Hammeken Cellars,"0,75 l",8.68,11.44,,110,punaviinit,Pehmeä & Hedelmäinen,ympäristövastuullinen pakkaus,,Espanja,Valencia,2020,DO Valencia,,"Tempranillo, ","Keskitäyteläinen, keskitanniininen, kuningatarhilloinen, kirsikkainen, mausteinen, kevyen vaniljainen",pullo,metallinen kierrekapseli,13.0,4.5,13,,,,80.0,vakiovalikoima,8436539760047
435867,Shiraz by Bodega La Encina 2020,Bodega La Encina,"0,75 l",16.90,22.4,,110,punaviinit,Mehevä & Hilloinen,,,Espanja,Valencia,2020,,Ei lisättyä sulfiittia,"Shiraz, Syrah, ","Täyteläinen, keskitanniininen, mustikkainen, mustaherukkainen, karhunvatukkainen, kevyen luumuinen, hennon tallinen",pullo,luonnonkorkki,14.5,4.7,2,,,,80.0,vakiovalikoima,8437011000231
932117,Vicente Gandía Uva Pirata Petit Verdot 2016,Vicente Gandía,"0,75 l",14.98,19.84,,110,punaviinit,Mehevä & Hilloinen,,,Espanja,Valencia,2016,DO Valencia,,"Petit Verdot, ","Keskitäyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, herukkainen, mustapippurinen, hennon yrttinen",pullo,luonnonkorkki,13.0,4.7,,,,,70.0,vakiovalikoima,8410310614361
473807,Vid-a Organic 2018,Hacienda La Serrata,"0,75 l",10.99,14.52,,110,punaviinit,Mehevä & Hilloinen,,,Espanja,Valencia,2018,DO Alicante,,"Monastrell, Syrah, ","Keskitäyteläinen, keskitanniininen, kypsän kirsikkainen, mustaherukkainen, mausteinen, kevyen suklainen",pullo,metallinen kierrekapseli,13.5,5.2,1,,,,80.0,vakiovalikoima,8437008657752
433227,Fedellos do Couto Bastarda 2018,Fedellos do Couto,"0,75 l",45.46,60.61,,110,punaviinit,Marjaisa & Raikas,,,Espanja,,2018,,Saattaa sisältää sakkaa,"Bastardo, ","Kevyt, keskitanniininen, vadelmainen, metsämansikkainen, kevyen kirsikkainen, hennon orvokkinen, mausteinen, samea",pullo,luonnonkorkki,12.0,5.2,1,,,,70.0,erikoiserä,8437015304038
441237,Prios Maximus Roble 2019,Bodegas de los Rios Prieto,"0,75 l",13.61,18.01,,110,punaviinit,Mehevä & Hilloinen,,,Espanja,,2019,DO Ribera del Duero,Saattaa sisältää sakkaa,"Tempranillo, ","Täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, kevyen karpaloinen, mausteinen, tamminen",pullo,luonnonkorkki,14.5,4.9,,,,,80.0,vakiovalikoima,8437004221018
900521,Allesverloren Shiraz,Allesverloren,"0,75 l",14.95,19.8,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,,Swartland,,"Shiraz, ","Täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, mausteinen",pullo,luonnonkorkki,14.5,6.8,3,,,,80.0,tilausvalikoima,6001497404566
957918,Allesverloren Tinta Barocca,Allesverloren,"0,75 l",15.88,21.04,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,,Swartland,,"Tinta Barroca, ","Keskitäyteläinen, keskitanniininen, kirsikkainen, vadelmainen, mausteinen",pullo,luonnonkorkki,14.0,5.3,4,,,,80.0,tilausvalikoima,6001497416507
434827,Allesverloren Tres Vermelhos 2018,Allesverloren,"0,75 l",26.85,35.8,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2018,WO Swartland,Saattaa sisältää sakkaa,"Souzão, Tinta Barroca, Touriga Nacional, ","Täyteläinen, tanniininen, boysenmarjainen, tumman kirsikkainen, karpaloinen, luumuinen, kevyen yrttinen, hennon paahteinen",pullo,luonnonkorkki,14.5,6.5,,,,,80.0,vakiovalikoima,6001108071156
948267,Anwilka 2014,Anwilka,"0,75 l",40.00,53.33,,110,punaviinit,Vivahteikas & Kehittynyt,,,Etelä-Afrikka,Coastal Region,2014,DO Stellenbosch,Saattaa sisältää sakkaa,"Syrah, Cabernet Sauvignon, Petit Verdot, ","Täyteläinen, tanniininen, mustaherukkainen, suklainen, mokkainen",pullo,luonnonkorkki,14.5,5.4,4,,,,80.0,tilausvalikoima,6003884000870
491867,Avondale Jonty's Ducks Pekin Red 2015,Avondale,"0,75 l",14.98,19.84,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2015,WO Paarl,,"Syrah, Cabernet Sauvignon, Merlot, Cabernet Franc, Malbec, ","Täyteläinen, tanniininen, kypsän kirsikkainen, viikunainen, luumuinen, kevyen nahkainen, neilikkainen, tamminen",pullo,metallinen kierrekapseli,14.0,5.6,4,,,,80.0,vakiovalikoima,6009640360004
417177,Avondale Jonty´s Ducks Family Red 2018,Avondale,"0,75 l",14.98,19.84,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2018,WO Paarl,,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot, Malbec, ","Täyteläinen, tanniininen, herukkainen, karhunvatukkainen, karpaloinen, mokkainen, mustapippurinen",pullo,metallinen kierrekapseli,14.0,6.0,,,,,80.0,vakiovalikoima,6009640360691
425777,Avondale Samsara Decade Edition Syrah 2010,Avondale,"0,75 l",35.89,47.85,,110,punaviinit,Roteva & Voimakas,luomu,,Etelä-Afrikka,Coastal Region,2010,WO Paarl,Saattaa sisältää sakkaa,"Syrah, ","Täyteläinen, tanniininen, mustaherukkainen, karhunvatukkainen, luumuinen, kevyen lyijykynäinen, mausteinen, tamminen, ryhdikäs",pullo,luonnonkorkki,14.0,5.7,3,,,,80.0,erikoiserä,6009640360868
485137,Babylon's Peak Shiraz Grenache 2019,Babylon's Peak,"0,75 l",11.89,15.72,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2019,WO Swartland,Saattaa sisältää sakkaa,"Shiraz, Grenache, ","Täyteläinen, keskitanniininen, mesimarjainen, mustikkainen, kirsikkainen, mokkainen, suklainen",pullo,metallinen kierrekapseli,14.5,5.2,,,,,80.0,vakiovalikoima,6009804300655
422287,Basson SMG 2020,Babylon's Peak,"0,75 l",11.28,14.91,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2020,WO Swartland,Saattaa sisältää sakkaa,"Shiraz, Mourvèdre, Grenache, ","Täyteläinen, tanniininen, tumman luumuinen, boysenmarjainen, mokkainen, hennon pippurinen, tamminen",pullo,metallinen kierrekapseli,14.5,5.2,,,,,80.0,vakiovalikoima,6009804300952
943845,Bellingham Big Oak Red 2015,Bellingham,"0,75 l",10.98,14.64,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2015,,Saattaa sisältää sakkaa,"Cabernet Sauvignon, Malbec, Syrah, ","Keskitäyteläinen, keskitanniininen, kirsikkainen, suklainen, tamminen",pullo,metallinen kierrekapseli,14.0,5.6,7,,,,80.0,tilausvalikoima,6001506905732
404747,Boekenhoutskloof The Chocolate Block 2019,Boekenhoutskloof,"0,75 l",34.98,46.64,uutuus,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2019,WO Swartland,Saattaa sisältää sakkaa,"Syrah, Grenache Noir, Cinsault, Cabernet Sauvignon, Viognier, ","Täyteläinen, tanniininen, karhunvatukkainen, mustaherukkainen, tumman kirsikkainen, mustapippurinen, tummasuklainen, tamminen, pitkä",pullo,luonnonkorkki,14.0,5.1,4,,,,80.0,erikoiserä,6002039007665
004909,Cathedral Cellar Triptych 2014,KWV,"0,75 l",18.99,25.19,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2014,WO Western Cape,,,"Täyteläinen, tanniininen, marjainen, tamminen, aromikas",pullo,,14.0,6.0,,,,,80.0,tilausvalikoima,6002323403432
499487,Craven The Firs Vineyard Syrah 2017,Craven Wines,"0,75 l",29.89,39.85,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2017,WO Stellenbosch,Saattaa sisältää sakkaa,"Syrah, ","Keskitäyteläinen, tanniininen, kirsikkainen, punaherukkainen, karpaloinen, kevyen oliivinen, mausteinen, mineraalinen, hennon savuinen",pullo,luonnonkorkki,12.5,5.1,2,,,,70.0,erikoiserä,6009803564416
925977,Darling Cellars Sir Charles 2016,Darling Cellars,"0,75 l",18.98,25.31,,110,punaviinit,Mehevä & Hilloinen,kestävän kehityksen sertifiointi,,Etelä-Afrikka,Coastal Region,2016,WO Darling,Saattaa sisältää sakkaa,"Cabernet Sauvignon, Merlot, ","Täyteläinen, keskitanniininen, tumman kirsikkainen, setrinen, suklainen",pullo,luonnonkorkki,13.5,6.3,3,,,,80.0,tilausvalikoima,0836206000724
443557,De Bos Handpicked Cabernet Sauvignon 2015,Bosman Family Vineyards,"0,75 l",9.69,12.79,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2015,WO Wellington,Reilu kauppa,"Cabernet Sauvignon, ","Keskitäyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, viikunainen, mausteinen, kevyen tamminen",pullo,metallinen kierrekapseli,15.0,5.8,,,,,80.0,vakiovalikoima,6009820030895
925782,False Bay Old School Syrah 2018,Waterkloof,"0,75 l",10.99,14.52,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2018,WO Coastal Region,Saattaa sisältää sakkaa,"Syrah, Shiraz, ","Täyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, pippurinen",pullo,metallinen kierrekapseli,14.5,4.9,3,,,,80.0,tilausvalikoima,6009650000167
494767,Grand Vin de Stellenbosch Cape Blend 2019,Origin Wine,"0,75 l",13.99,18.52,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2019,WO Stellenbosch,,"Cabernet Sauvignon, Shiraz, Pinotage, Pinotage, Shiraz, ","Täyteläinen, tanniininen, mustaherukkainen, hapankirsikkainen, karhunvatukkainen, kevyen lyijykynäinen, hennon savuinen, paahteinen",pullo,luonnonkorkki,14.5,5.6,1,,,,80.0,vakiovalikoima,6009706975531
905407,KWV 57 On Main 2017,KWV,"0,75 l",13.99,18.52,,110,punaviinit,Mehevä & Hilloinen,kestävän kehityksen sertifiointi,,Etelä-Afrikka,Coastal Region,2017,,Reilu kauppa,"Cabernet Sauvignon, Pinotage, Syrah, Petit Verdot, ","Täyteläinen, tanniininen, kirsikkahilloinen, luumuinen, kevyen minttuinen, maitosuklainen, vaniljainen",pullo,luonnonkorkki,14.0,5.8,2,,,,80.0,vakiovalikoima,6002323019848
936867,KWV Big Bill Red 2018,KWV,"0,75 l",12.29,16.25,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2018,WO Western Cape,,"Petit Verdot, Syrah, Cabernet Sauvignon, ","Täyteläinen, tanniininen, kuningatarhilloinen, luumuinen, karpaloinen, mokkainen, havuinen, hennon eukalyptuksinen",pullo,metallinen kierrekapseli,13.5,5.8,2,,,,80.0,vakiovalikoima,6002323017080
903992,KWV The Guardian Shiraz 2019,KWV,"0,75 l",9.58,12.64,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2019,,,"Shiraz, ","Täyteläinen, keskitanniininen, karhunvatukkainen, mausteinen, tumman kirsikkainen",pullo,metallinen kierrekapseli,13.5,5.6,6,,,,80.0,tilausvalikoima,6002323020219
407357,KWV The Mentors Pinotage 2017,KWV,"0,75 l",29.98,39.97,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2017,WO Coastal Region,Saattaa sisältää sakkaa,"Pinotage, ","Täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, kevyen kaakaoinen, pippurinen, tamminen",pullo,luonnonkorkki,14.5,6.1,,,,,80.0,vakiovalikoima,6002323007609
407597,Kanonkop Kadette Pinotage 2015,Kanonkop,"0,75 l",15.98,21.17,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2015,WO Stellenbosch,Saattaa sisältää sakkaa,"Pinotage, ","Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, luumuinen, mausteinen, paahteinen, mokkainen, runsas",pullo,luonnonkorkki,14.0,5.8,,,,,80.0,vakiovalikoima,6009801167572
947007,Klein Constantia Estate Red 2015,Klein Constantia,"0,75 l",29.98,39.97,,110,punaviinit,Vivahteikas & Kehittynyt,,,Etelä-Afrikka,Coastal Region,2015,Coastal Region,Saattaa sisältää sakkaa,"Cabernet Sauvignon, Syrah, Malbec, Petit Verdot, ","Täyteläinen, tanniininen, tamminen, vaniljainen",pullo,luonnonkorkki,14.5,5.6,2,,,,80.0,tilausvalikoima,6009803615002
918737,Kleine Zalze Vineyard Selection Cabernet Sauvignon 2017,Kleine Zalze,"0,75 l",17.98,23.84,,110,punaviinit,Roteva & Voimakas,kestävän kehityksen sertifiointi,,Etelä-Afrikka,Coastal Region,2017,WO Stellenbosch,Saattaa sisältää sakkaa,"Cabernet Sauvignon, Merlot, Petit Verdot, ","Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, kevyen karpaloinen, mokkainen, hennon salmiakkinen, lämmin",pullo,luonnonkorkki,14.5,6.6,,,,,80.0,vakiovalikoima,6009611450598
954987,Kleine Zalze Vineyard Selection Sangiovese Cabernet Sauvignon 2014,Kleine Zalze,"0,75 l",11.98,15.97,,110,punaviinit,Roteva & Voimakas,kestävän kehityksen sertifiointi,,Etelä-Afrikka,Coastal Region,2014,WO Stellenbosch,,"Sangiovese, Cabernet Sauvignon, ","Täyteläinen, tanniininen, luumuinen, kirsikkainen, mokkainen",pullo,metallinen kierrekapseli,14.5,6.3,5,,,,80.0,tilausvalikoima,6009611450031
433067,Kleinood Tamboerskloof Mourvèdre (meevaller) 2019,Kleinood,"0,75 l",40.21,53.61,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2019,WO Stellenbosch,Saattaa sisältää sakkaa,"Mourvèdre, ","Keskitäyteläinen, tanniininen, karhunvatukkainen, kirsikkainen, viikunainen, suklainen, hennon oliivinen, mausteinen, kevyen tamminen, tasapainoinen",pullo,luonnonkorkki,14.5,5.5,3,,,,80.0,erikoiserä,6009826110379
910277,Lammershoek The Innocent Syrah 2015,Lammershoek Winery,"0,75 l",14.99,19.99,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2015,WO Swartland,,"Syrah, ","Keskitäyteläinen, keskitanniininen, luumuinen, mausteinen, tumman kirsikkainen",pullo,metallinen kierrekapseli,13.5,5.9,2,,,,80.0,tilausvalikoima,6009653421204
442917,Lanzerac Cabernet Sauvignon Merlot Petit Verdot 2016,Lanzerac Wines,"0,75 l",19.49,25.85,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2016,WO Jonkershoek Valley,,"Cabernet Sauvignon, Merlot, Petit Verdot, ","Täyteläinen, tanniininen, tumman luumuinen, hapankirsikkainen, mustaherukkainen, kevyen lakritsinen, hennon espressomainen",pullo,luonnonkorkki,14.0,7.1,,,,,80.0,vakiovalikoima,6009613930821
938566,Lourensford The Dome Pinot Noir 2017,Lourensford,"0,75 l",18.98,25.31,,110,punaviinit,Marjaisa & Raikas,,,Etelä-Afrikka,Coastal Region,2017,WO Stellenbosch,Saattaa sisältää sakkaa,"Pinot Noir, ","Keskitäyteläinen, keskitanniininen, kirsikkainen, nahkainen, aromikas",pullo,luonnonkorkki,14.0,5.2,3,,,,80.0,tilausvalikoima,6009613933846
942187,Meerlust Red 2015,Meerlust Estate,"0,75 l",22.99,30.65,,110,punaviinit,Vivahteikas & Kehittynyt,,,Etelä-Afrikka,Coastal Region,2015,WO Stellenbosch,Saattaa sisältää sakkaa,"Cabernet Franc, Cabernet Sauvignon, Merlot, Petit Verdot, ","Täyteläinen, tanniininen, luumuinen, suklainen, mausteinen",pullo,luonnonkorkki,13.5,6.3,3,,,,80.0,tilausvalikoima,6009648622784
902997,Meerlust Rubicon 2016,Meerlust Estate,"0,75 l",35.00,46.67,,110,punaviinit,Vivahteikas & Kehittynyt,,,Etelä-Afrikka,Coastal Region,2016,WO Stellenbosch,Saattaa sisältää sakkaa,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot, ","Täyteläinen, tanniininen, luumuinen, mustaherukkainen, suklainen",pullo,luonnonkorkki,14.0,5.6,3,,,,80.0,tilausvalikoima,6009648622647
417397,Mountain View Mourvedre 2019,Maison du Cap,"0,75 l",13.49,17.85,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2019,WO Stellenbosch,,"Mourvèdre, ","Täyteläinen, tanniininen, karhunvatukkainen, mustaherukkainen, kirsikkainen, mokkainen, kevyen mustapippurinen",pullo,metallinen kierrekapseli,13.5,6.1,,,,,80.0,vakiovalikoima,6004786104086
952587,Muratie Alberta Annemarie Merlot 2016,Muratie Wine Farm,"0,75 l",21.98,29.31,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2016,WO Stellenbosch,Saattaa sisältää sakkaa,"Merlot, ","Täyteläinen, keskitanniininen, tumman kirsikkainen, mokkainen, yrttinen",pullo,luonnonkorkki,14.0,5.6,4,,,,80.0,tilausvalikoima,6004448000329
407527,Muratie Ansela van de Caab 2018,Muratie,"0,75 l",31.90,42.4,,110,punaviinit,Roteva & Voimakas,kestävän kehityksen sertifiointi,,Etelä-Afrikka,Coastal Region,2018,WO Simonsberg-Stellenbosch,Saattaa sisältää sakkaa,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot, ","Täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, mustaherukkainen, kevyen lyijykynäinen, hennon nahkainen, tamminen, ryhdikäs",pullo,luonnonkorkki,14.5,5.6,3,,,,80.0,vakiovalikoima,6004448000213
914157,Muratie George Paul Canitz Pinot Noir 2014,Muratie Wine Estate,"0,75 l",21.98,29.31,,110,punaviinit,Mehevä & Hilloinen,kestävän kehityksen sertifiointi,,Etelä-Afrikka,Coastal Region,2014,WO Stellenbosch,Saattaa sisältää sakkaa,"Pinot Noir, ","Keskitäyteläinen, keskitanniininen, mustaherukkainen, tumman kirsikkainen, mausteinen",pullo,luonnonkorkki,14.0,5.3,4,,,,80.0,tilausvalikoima,6004448000312
440907,Nederburg Private Bin Grenache 2009,Nederburg Wines,"0,75 l",39.89,53.19,,110,punaviinit,Vivahteikas & Kehittynyt,,,Etelä-Afrikka,Coastal Region,2009,WO Paarl,Sisältää sakkaa,"Grenache, ","Täyteläinen, tanniininen, viikunainen, kypsän kirsikkainen, nahkainen, kevyen suklainen, hennon neilikkainen, tamminen, pitkä",pullo,luonnonkorkki,15.0,5.3,3,,,,80.0,erikoiserä,6001108062857
421117,Nederburg Private Bin R181 Merlot 2009,Nederburg Wines,"0,75 l",39.89,53.19,,110,punaviinit,Vivahteikas & Kehittynyt,,,Etelä-Afrikka,Coastal Region,2009,WO Groenekloof,Sisältää sakkaa,"Merlot, ","Täyteläinen, tanniininen, kypsän kirsikkainen, karpalohilloinen, kevyen savukinkkuinen, hennon oliivinen, mausteinen, tamminen, lämmin, pitkä",pullo,luonnonkorkki,14.5,5.6,3,,,,80.0,erikoiserä,6001108060495
460037,Origin Pure Pinotage 2019,Home of Origin Wine,"0,75 l",9.98,13.17,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2019,WO Western Cape,Reilu kauppa,"Pinotage, ","Keskitäyteläinen, keskitanniininen, kirsikkainen, boysenmarjahilloinen, kevyen vadelmainen, hennon mausteinen",pullo,metallinen kierrekapseli,13.0,5.3,2,,,,70.0,vakiovalikoima,6009706974978
427977,Porseleinberg 2017,Porseleinberg,"0,75 l",90.21,120.28,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2017,WO Swartland,Saattaa sisältää sakkaa,"Syrah, ","Täyteläinen, tanniininen, mustaherukkainen, boysenmarjainen, kirsikkainen, mustikkainen, mustapippurinen, kevyen savukinkkuinen, tamminen, ryhdikäs",pullo,luonnonkorkki,14.0,5.0,2,,,,80.0,erikoiserä,6419294285132
435027,Porseleinberg 2018,Porseleinberg,"0,75 l",90.21,120.28,,110,punaviinit,Roteva & Voimakas,kestävän kehityksen sertifiointi,,Etelä-Afrikka,Coastal Region,2018,WO Swartland,Saattaa sisältää sakkaa,"Syrah, ","Täyteläinen, erittäin tanniininen, tumman luumuinen, karhunvatukkahilloinen, kirsikkainen, mausteinen, oliivinen, tamminen, ryhdikäs, pitkä",pullo,luonnonkorkki,14.0,4.8,1,,,,80.0,erikoiserä,6002039012720
948027,Rainbow's End Mystical Corner Red Blend 2018,Rainbow's End Wine Estate,"0,75 l",16.99,22.65,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2018,WO Banghoek,Saattaa sisältää sakkaa,"Cabernet Sauvignon, Syrah, Petit Verdot, Malbec, ","Keskitäyteläinen, keskitanniininen, yrttinen, mustaherukkainen, aromikas",pullo,luonnonkorkki,14.5,5.7,3,,,,80.0,tilausvalikoima,6009684120589
447707,Reyneke Cornerstone 2015,Reyneke Wines,"0,75 l",27.48,36.51,,110,punaviinit,Vivahteikas & Kehittynyt,,,Etelä-Afrikka,Coastal Region,2015,WO Stellenbosch,Saattaa sisältää sakkaa,"Cabernet Sauvignon, Merlot, Cabernet Franc, ","Täyteläinen, tanniininen, mustaherukkainen, boysenmarjainen, kirsikkainen, kevyen lakritsinen, hennon tallinen, mausteinen",pullo,luonnonkorkki,14.0,5.5,2,,,,80.0,erikoiserä,6009622730214
415647,Reyneke Reserve Red 2016,Reyneke Wines,"0,75 l",59.99,79.99,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2016,WO Stellenbosch,Saattaa sisältää sakkaa,"Syrah, ","Täyteläinen, tanniininen, tumman luumuinen, kirsikkainen, karhunvatukkainen, savukinkkuinen, kevyen oliivinen, tamminen, pitkä",pullo,luonnonkorkki,14.0,5.2,3,,,,80.0,erikoiserä,6009622730245
439227,Reyneke Reserve Syrah 2017,Reyneke Wines,"0,75 l",59.99,79.99,uutuus,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2017,WO Stellenbosch,Saattaa sisältää sakkaa,"Syrah, ","Täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, mustaherukkainen, kevyen timjaminen, mausteinen, tamminen, runsas, pitkä",pullo,luonnonkorkki,14.0,5.0,3,,,,80.0,erikoiserä,6009622730245
487557,Rhebokskloof Vineyard Selection Pinotage 2016,Rhebokskloof,"0,75 l",20.75,27.53,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,2016,WO Paarl,,"Pinotage, Durif, ","Täyteläinen, tanniininen, boysenmarjainen, kirsikkainen, vadelmainen, kevyen pippurinen, hennon tallinen, tamminen, lämmin",pullo,muu suljenta,14.0,6.1,,,,,80.0,vakiovalikoima,6003998001572
931917,Rust En Vrede Estate  2015,Rust En Vrede,"0,75 l",38.70,51.6,,110,punaviinit,Vivahteikas & Kehittynyt,,,Etelä-Afrikka,Coastal Region,2015,WO Stellenbosch,,"Cabernet Sauvignon, Shiraz, Merlot, ","Täyteläinen, tanniininen, luumuinen, viikunainen, hapankirsikkainen, karpaloinen, kevyen nahkainen, tamminen",pullo,luonnonkorkki,14.5,6.0,,,,,80.0,vakiovalikoima,6009617160200
902701,Spier 21 Gables Pinotage 2015,Spier,"0,75 l",39.95,53.27,,110,punaviinit,Roteva & Voimakas,kestävän kehityksen sertifiointi,,Etelä-Afrikka,Coastal Region,2015,WO Stellenbosch,Saattaa sisältää sakkaa,"Pinotage, ","Täyteläinen, tanniininen, tumman kirsikkainen, mausteinen, suklainen",pullo,luonnonkorkki,14.0,4.7,3,,,,80.0,tilausvalikoima,6001522002309
927424,Spier Seaward Pinotage 2017,Spier,"0,75 l",16.99,22.52,,110,punaviinit,Mehevä & Hilloinen,kestävän kehityksen sertifiointi,,Etelä-Afrikka,Coastal Region,2017,WO Coastal region,Saattaa sisältää sakkaa,"Pinotage, ","Keskitäyteläinen, keskitanniininen, kirsikkainen, mausteinen, vaniljainen",pullo,luonnonkorkki,14.0,5.1,2,,,,80.0,tilausvalikoima,6001522004259
930671,Spier Signature Pinotage 2016,Spier,"0,75 l",11.87,15.69,,110,punaviinit,Mehevä & Hilloinen,,,Etelä-Afrikka,Coastal Region,2016,WO Western Cape,,"Pinotage, ","Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen, luumuinen",pullo,metallinen kierrekapseli,14.5,5.5,3,,,,80.0,tilausvalikoima,6001522000398
433564,Stellenrust Simplicity Shiraz Cabernet Sauvignon Merlot  2019,Stellenrust,"0,375 l",5.99,15.71,,110,punaviinit,Mehevä & Hilloinen,kestävän kehityksen sertifiointi,,Etelä-Afrikka,Coastal Region,2019,WO Stellenbosch,Reilu kauppa,"Shiraz, Cabernet Sauvignon, Merlot, ","Täyteläinen, keskitanniininen, tumman kirsikkainen, boysenmarjainen, kevyen karpaloinen, suklainen, hennon mokkainen, mausteinen",pullo,metallinen kierrekapseli,14.0,5.5,,,,,80.0,vakiovalikoima,6009824740431
436048,The Wedge Shiraz Pinotage muovipullo,Babylon's Peak,1 l,11.20,10.8,,110,punaviinit,Roteva & Voimakas,,,Etelä-Afrikka,Coastal Region,,WO Swartland,Saattaa sisältää sakkaa,"Shiraz, Pinotage, ","Täyteläinen, tanniininen, boysenmarjainen, tumman kirsikkainen, mokkainen, hennon tummasuklainen",muovipullo,muovisuljin,14.0,5.2,,,,,80.0,vakiovalikoima,6009804300716
